Batch results: 0.2444223314523697|0.22809748351573944|0.2543392777442932|0.1926235556602478|
Batch results: 0.2740461230278015|0.2304534763097763|0.27388107776641846|0.22700834274291992|
Batch results: 0.25893935561180115|0.2902742326259613|0.24673688411712646|0.2548759877681732|
Batch results: 0.2813566029071808|0.22810956835746765|0.23935368657112122|0.2908519506454468|
Batch results: 0.25144290924072266|0.2717380225658417|0.23594385385513306|0.2859170436859131|
Batch results: 0.24778655171394348|0.31085747480392456|0.2547525465488434|0.24641069769859314|
Batch results: 0.25913143157958984|0.2366817444562912|0.27774882316589355|0.26238131523132324|
Batch results: 0.2544352412223816|0.2168162316083908|0.22503267228603363|0.2685341238975525|
Batch results: 0.24193981289863586|0.2304684817790985|0.2692866921424866|0.27690914273262024|
Batch results: 0.22891853749752045|0.21552139520645142|0.2096354365348816|0.20605118572711945|
Batch results: 0.21407932043075562|0.24866583943367004|0.21319445967674255|0.23737052083015442|
Batch results: 0.24017441272735596|0.23026838898658752|0.2434692233800888|0.2743622660636902|
Batch results: 0.230128675699234|0.2603893280029297|0.25271695852279663|0.241571307182312|
Batch results: 0.29367518424987793|0.23539111018180847|0.25923818349838257|0.24889178574085236|
Batch results: 0.2871316969394684|0.2236325442790985|0.25052398443222046|0.26008957624435425|
Batch results: 0.24049298465251923|0.27148929238319397|0.2602415680885315|0.2645372450351715|
Batch results: 0.23042753338813782|0.25240230560302734|0.2416938841342926|0.22413070499897003|
Batch results: 0.25573769211769104|0.22605280578136444|0.24745765328407288|0.24442008137702942|
Batch results: 0.3051411211490631|0.24030227959156036|0.24929754436016083|0.2568822205066681|
Batch results: 0.2327127307653427|0.20099999010562897|0.24633195996284485|0.24878261983394623|
Batch results: 0.24721641838550568|0.23000003397464752|0.2364298701286316|0.2654936909675598|
Batch results: 0.26225122809410095|0.2557459771633148|0.25040823221206665|0.24171733856201172|
Batch results: 0.2845211625099182|0.21360132098197937|0.28554147481918335|0.2504064440727234|
Batch results: 0.22965504229068756|0.22398360073566437|0.22909948229789734|0.2369481772184372|
Batch results: 0.2318057417869568|0.25324690341949463|0.2956598401069641|0.26612216234207153|
Batch results: 0.2643510103225708|0.2645381689071655|0.22822201251983643|0.19823211431503296|
Batch results: 0.2584516406059265|0.23172065615653992|0.2454761266708374|0.28107503056526184|
Batch results: 0.23990683257579803|0.26829463243484497|0.2610606849193573|0.2264135479927063|
Batch results: 0.2612954080104828|0.22594118118286133|0.23532742261886597|0.2216755449771881|
Batch results: 0.2551572620868683|0.23479712009429932|0.24622675776481628|0.28127139806747437|
Batch results: 0.2641468942165375|0.22941157221794128|0.2202979177236557|0.28888991475105286|
Batch results: 0.24128861725330353|0.2782216966152191|0.24200361967086792|0.2483704835176468|
Batch results: 0.22952653467655182|0.23891201615333557|0.24696262180805206|0.2286466658115387|
Batch results: 0.2553699016571045|0.23663721978664398|0.24322503805160522|0.2597147524356842|
Batch results: 0.24565887451171875|0.28257861733436584|0.26412004232406616|0.2583733797073364|
Batch results: 0.23744504153728485|0.2611618638038635|0.2887023389339447|0.24432942271232605|
Batch results: 0.25515612959861755|0.2956499457359314|0.2536144554615021|0.2821009159088135|
Batch results: 0.2319677770137787|0.21984605491161346|0.3018675148487091|0.3123950660228729|
Batch results: 0.2838114798069|0.239243745803833|0.285337895154953|0.2609800398349762|
Batch results: 0.3070555627346039|0.251615434885025|0.27805009484291077|0.23092442750930786|
Batch results: 0.2412601113319397|0.21947643160820007|0.21560096740722656|0.2884330749511719|
Batch results: 0.2502378225326538|0.23369698226451874|0.2959412634372711|0.2593136727809906|
Batch results: 0.2597121596336365|0.24275384843349457|0.24508556723594666|0.2332967221736908|
Batch results: 0.21728935837745667|0.26195451617240906|0.2688353359699249|0.21431072056293488|
Batch results: 0.26931431889533997|0.2980380654335022|0.278237521648407|0.23170635104179382|
Batch results: 0.25465500354766846|0.22499045729637146|0.25058555603027344|0.2486254721879959|
Batch results: 0.2359355092048645|0.21806573867797852|0.22657297551631927|0.2304387092590332|
Batch results: 0.21879898011684418|0.27001234889030457|0.21816270053386688|0.2742180824279785|
Batch results: 0.25542882084846497|0.25962841510772705|0.2419344037771225|0.23801910877227783|
Batch results: 0.23289595544338226|0.2029712200164795|0.21365301311016083|0.28123074769973755|
Batch results: 0.22948022186756134|0.265377014875412|0.26255473494529724|0.24640735983848572|
Batch results: 0.21802867949008942|0.28467661142349243|0.2207403928041458|0.22902315855026245|
Batch results: 0.2523450255393982|0.2772703766822815|0.2544940710067749|0.23650512099266052|
Batch results: 0.26561620831489563|0.21820221841335297|0.29189273715019226|0.2819364368915558|
Batch results: 0.26328277587890625|0.2653426229953766|0.2928694784641266|0.2580217719078064|
Batch results: 0.2618115246295929|0.2307702600955963|0.23470313847064972|0.27632853388786316|
Batch results: 0.23513026535511017|0.23449409008026123|0.2566003203392029|0.22015419602394104|
Batch results: 0.23693254590034485|0.21916809678077698|0.26550009846687317|0.25367042422294617|
Batch results: 0.22974912822246552|0.26375362277030945|0.3125065565109253|0.2716332674026489|
Batch results: 0.2324228733778|0.24887748062610626|0.2839854061603546|0.2933133840560913|
Batch results: 0.25996753573417664|0.2782588303089142|0.20330746471881866|0.23871810734272003|
Batch results: 0.2544940114021301|0.2528285086154938|0.24014152586460114|0.21277068555355072|
Batch results: 0.22321592271327972|0.2640851140022278|0.24753615260124207|0.2792225480079651|
Batch results: 0.26211249828338623|0.241217702627182|0.2712446451187134|0.26571840047836304|
Batch results: 0.2924885153770447|0.24228991568088531|0.2491433322429657|0.21699151396751404|
Batch results: 0.24270907044410706|0.2834935784339905|0.21903923153877258|0.21095511317253113|
Batch results: 0.23004083335399628|0.2323288470506668|0.2484372854232788|0.2081153839826584|
Batch results: 0.2666729986667633|0.2749095559120178|0.2787095308303833|0.2453361451625824|
Batch results: 0.21330511569976807|0.24602743983268738|0.24776959419250488|0.1957857757806778|
Batch results: 0.2307213544845581|0.274413526058197|0.2666187584400177|0.310624897480011|
