Batch results: -0.34293413162231445|-0.3026668429374695|-0.30049628019332886|-0.33796268701553345|
Batch results: -0.31409865617752075|-0.34080034494400024|-0.33880674839019775|-0.34913742542266846|
Batch results: -0.3200450539588928|-0.3346945643424988|-0.310552716255188|-0.33284953236579895|
Batch results: -0.3339511454105377|-0.31393980979919434|-0.337433397769928|-0.3171387314796448|
Batch results: -0.32287803292274475|-0.3326762318611145|-0.3287487030029297|-0.3457241356372833|
Batch results: -0.32179945707321167|-0.31480416655540466|-0.29955023527145386|-0.3446604609489441|
Batch results: -0.3083282709121704|-0.33066093921661377|-0.32721585035324097|-0.30255234241485596|
Batch results: -0.34330248832702637|-0.3282896876335144|-0.33653736114501953|-0.3147803246974945|
Batch results: -0.3008974492549896|-0.3020194172859192|-0.3204265236854553|-0.31269633769989014|
Batch results: -0.3410511612892151|-0.29501867294311523|-0.3147462010383606|-0.3120700716972351|
Batch results: -0.30784034729003906|-0.354425311088562|-0.3302091956138611|-0.3413771092891693|
Batch results: -0.31791508197784424|-0.33602190017700195|-0.3574313521385193|-0.31270498037338257|
Batch results: -0.3279278874397278|-0.3229351043701172|-0.31435734033584595|-0.2991909086704254|
Batch results: -0.3143393099308014|-0.3145029544830322|-0.3260146677494049|-0.3016340732574463|
Batch results: -0.3132851719856262|-0.3014492392539978|-0.3150547742843628|-0.3342647850513458|
Batch results: -0.3074376583099365|-0.30569660663604736|-0.304016649723053|-0.2904636263847351|
Batch results: -0.3048946261405945|-0.3364972770214081|-0.31131210923194885|-0.32928597927093506|
Batch results: -0.30417656898498535|-0.3018395006656647|-0.3022013306617737|-0.323271781206131|
Batch results: -0.3414478302001953|-0.3140801191329956|-0.31603556871414185|-0.3533881902694702|
Batch results: -0.3030853867530823|-0.3251761794090271|-0.3283192813396454|-0.3352883458137512|
Batch results: -0.35014981031417847|-0.30007022619247437|-0.31951719522476196|-0.30011916160583496|
Batch results: -0.34449002146720886|-0.32372307777404785|-0.33058714866638184|-0.3125232458114624|
Batch results: -0.30166956782341003|-0.35117611289024353|-0.32779598236083984|-0.3517307937145233|
Batch results: -0.3151439428329468|-0.3557656407356262|-0.32882899045944214|-0.3387930989265442|
Batch results: -0.30624330043792725|-0.3103114068508148|-0.30506235361099243|-0.31687596440315247|
Batch results: -0.3558199107646942|-0.34537822008132935|-0.3383418321609497|-0.2993168234825134|
Batch results: -0.3270287811756134|-0.2917749285697937|-0.29463228583335876|-0.28479963541030884|
Batch results: -0.31889525055885315|-0.33342432975769043|-0.31458041071891785|-0.2930241525173187|
Batch results: -0.31821566820144653|-0.31737667322158813|-0.33093178272247314|-0.3278382420539856|
Batch results: -0.31229960918426514|-0.32020771503448486|-0.32641470432281494|-0.34313827753067017|
Batch results: -0.30466020107269287|-0.31066012382507324|-0.3143036961555481|-0.33155640959739685|
Batch results: -0.3066364526748657|-0.32194843888282776|-0.32283079624176025|-0.3258571922779083|
Batch results: -0.3200072646141052|-0.3261221647262573|-0.31964290142059326|-0.3281720280647278|
Batch results: -0.30998826026916504|-0.30408790707588196|-0.3093109726905823|-0.31688639521598816|
Batch results: -0.3259693384170532|-0.30057257413864136|-0.2876216471195221|-0.30228251218795776|
Batch results: -0.3088061809539795|-0.3287585377693176|-0.32906442880630493|-0.32253316044807434|
Batch results: -0.30760371685028076|-0.32620999217033386|-0.3132084608078003|-0.317141056060791|
Batch results: -0.3217447102069855|-0.33127057552337646|-0.34411394596099854|-0.3278868794441223|
Batch results: -0.3017050325870514|-0.32151710987091064|-0.3409743905067444|-0.3250238001346588|
Batch results: -0.3347218632698059|-0.3236808180809021|-0.3078290820121765|-0.34135013818740845|
Batch results: -0.305475115776062|-0.31159868836402893|-0.3333433270454407|-0.30464327335357666|
Batch results: -0.3271547555923462|-0.33803385496139526|-0.317021906375885|-0.3004003167152405|
Batch results: -0.31513434648513794|-0.30644354224205017|-0.31964111328125|-0.3363434374332428|
Batch results: -0.33175814151763916|-0.30972200632095337|-0.3291770815849304|-0.32752594351768494|
Batch results: -0.32475709915161133|-0.33706650137901306|-0.3401424288749695|-0.3404160737991333|
Batch results: -0.33511993288993835|-0.29458320140838623|-0.32156068086624146|-0.304135262966156|
Batch results: -0.3163926601409912|-0.3159200847148895|-0.34828323125839233|-0.32835909724235535|
Batch results: -0.3165476322174072|-0.30842840671539307|-0.3180401921272278|-0.3491511046886444|
Batch results: -0.3190188407897949|-0.33658090233802795|-0.34195971488952637|-0.31054461002349854|
Batch results: -0.3230157196521759|-0.3024299740791321|-0.3267442584037781|-0.32134896516799927|
Batch results: -0.3012754023075104|-0.3176555633544922|-0.3203398287296295|-0.3444986939430237|
Batch results: -0.3153811991214752|-0.3303977847099304|-0.3137854337692261|-0.3152034878730774|
Batch results: -0.32989323139190674|-0.3450050950050354|-0.3346661329269409|-0.3063969910144806|
Batch results: -0.34000107645988464|-0.34275275468826294|-0.3172067105770111|-0.3268641233444214|
Batch results: -0.3476586937904358|-0.30282413959503174|-0.3537490963935852|-0.30630648136138916|
Batch results: -0.2905102074146271|-0.3106333017349243|-0.3073233366012573|-0.32517796754837036|
Batch results: -0.3164132833480835|-0.33308476209640503|-0.32408130168914795|-0.3132157325744629|
Batch results: -0.3405661880970001|-0.3060078024864197|-0.31049954891204834|-0.3161480724811554|
Batch results: -0.3098421096801758|-0.29714033007621765|-0.30015987157821655|-0.3252396285533905|
Batch results: -0.3494337499141693|-0.32947081327438354|-0.30495330691337585|-0.32785823941230774|
Batch results: -0.2974674701690674|-0.3031831979751587|-0.30012601613998413|-0.33313849568367004|
Batch results: -0.31319308280944824|-0.315773606300354|-0.34875863790512085|-0.32601043581962585|
Batch results: -0.2973211109638214|-0.33423250913619995|-0.31166839599609375|-0.3280125856399536|
Batch results: -0.3273776173591614|-0.31910693645477295|-0.30377036333084106|-0.3139464855194092|
Batch results: -0.31449881196022034|-0.3052031397819519|-0.3238626718521118|-0.34512409567832947|
Batch results: -0.31666243076324463|-0.3004262447357178|-0.31007614731788635|-0.33238646388053894|
Batch results: -0.3178960084915161|-0.3155253529548645|-0.31247496604919434|-0.31096571683883667|
Batch results: -0.3068104386329651|-0.32722365856170654|-0.33186548948287964|-0.33152830600738525|
Batch results: -0.31686532497406006|-0.32594913244247437|-0.30839723348617554|-0.34148257970809937|
Batch results: -0.33557331562042236|-0.31340789794921875|-0.34823882579803467|-0.34286409616470337|
Batch results: -0.3286457061767578|-0.3073313236236572|-0.33281683921813965|-0.3346700072288513|
Batch results: -0.3316429555416107|-0.3101695477962494|-0.34608572721481323|-0.2923535704612732|
Batch results: -0.29905837774276733|-0.2951709032058716|-0.3199700117111206|-0.3325805962085724|
Batch results: -0.342972993850708|-0.31361567974090576|-0.3341928720474243|-0.31679001450538635|
Batch results: -0.3405727744102478|-0.3092093765735626|-0.35310930013656616|-0.31854185461997986|
Batch results: -0.33677154779434204|-0.31864112615585327|-0.3380398154258728|-0.31031376123428345|
Batch results: -0.31896209716796875|-0.30608147382736206|-0.31333136558532715|-0.31366652250289917|
Batch results: -0.3111182749271393|-0.3260658383369446|-0.3164028227329254|-0.31817489862442017|
Batch results: -0.3006884753704071|-0.32624131441116333|-0.2986266613006592|-0.32877445220947266|
Batch results: -0.3065406382083893|-0.32130032777786255|-0.3177388608455658|-0.31523293256759644|
